time,pdu_id,upf_id,cpu_allocated,observed_latency,required_cpu,required_max_latency,status,event
63.57,55,2.0,0.0,inf,,0.71,UNSATISFIED,TERMINATE
63.57,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
63.57,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
63.57,34,2.0,68.61042924528302,0.53,68.61042924528302,0.53,SATISFIED,REBALANCE
63.57,54,2.0,35.58498913043478,0.92,35.58498913043478,0.92,SATISFIED,REBALANCE
63.57,61,2.0,81.40186320754718,0.53,81.40186320754718,0.53,SATISFIED,REBALANCE
63.57,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
63.57,63,2.0,44.88110759493671,0.79,44.88110759493671,0.79,SATISFIED,REBALANCE
63.57,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
63.57,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
63.57,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
63.57,67,2.0,37.18721014492754,0.69,37.18721014492754,0.69,SATISFIED,REBALANCE
63.57,68,2.0,50.60527205882353,0.68,50.60527205882353,0.68,SATISFIED,REBALANCE
63.57,69,2.0,56.579790624999994,0.8,56.579790624999994,0.8,SATISFIED,REBALANCE
64.23,48,4.0,46.036514534883715,0.86,,0.86,SATISFIED,TERMINATE
64.23,9,4.0,50.995159722222226,0.72,50.995159722222226,0.72,SATISFIED,REBALANCE
64.23,14,4.0,61.48045422535211,0.71,61.48045422535211,0.71,SATISFIED,REBALANCE
64.23,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
64.23,44,4.0,65.17251020408163,0.49,65.17251020408163,0.49,SATISFIED,REBALANCE
64.23,45,4.0,42.432900000000004,0.6999999999999998,42.432900000000004,0.7,SATISFIED,REBALANCE
64.23,47,4.0,37.59311666666667,0.8999999999999999,37.59311666666667,0.9,SATISFIED,REBALANCE
64.23,51,4.0,90.28230454545454,0.55,90.28230454545454,0.55,SATISFIED,REBALANCE
64.23,53,4.0,45.717154761904766,0.84,45.717154761904766,0.84,SATISFIED,REBALANCE
66.63,35,3.0,107.07619078947369,0.38,,0.38,SATISFIED,TERMINATE
66.63,4,3.0,46.240974025974026,0.77,46.240974025974026,0.77,SATISFIED,REBALANCE
66.63,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
66.63,41,3.0,87.51221296296296,0.54,87.51221296296296,0.54,SATISFIED,REBALANCE
66.86,70,3.0,0.0,inf,92.00352314814815,0.54,UNSATISFIED,START
68.23,67,2.0,37.18721014492754,0.69,,0.69,SATISFIED,TERMINATE
68.23,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
68.23,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
68.23,34,2.0,68.61042924528302,0.53,68.61042924528302,0.53,SATISFIED,REBALANCE
68.23,54,2.0,35.58498913043478,0.92,35.58498913043478,0.92,SATISFIED,REBALANCE
68.23,61,2.0,81.40186320754718,0.53,81.40186320754718,0.53,SATISFIED,REBALANCE
68.23,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
68.23,63,2.0,44.88110759493671,0.79,44.88110759493671,0.79,SATISFIED,REBALANCE
68.23,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
68.23,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
68.23,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
68.23,68,2.0,50.60527205882353,0.68,50.60527205882353,0.68,SATISFIED,REBALANCE
68.23,69,2.0,56.579790624999994,0.8,56.579790624999994,0.8,SATISFIED,REBALANCE
68.34,71,3.0,0.0,inf,59.917546875000006,0.48,UNSATISFIED,START
68.55,69,2.0,56.579790624999994,0.8,,0.8,SATISFIED,TERMINATE
68.55,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
68.55,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
68.55,34,2.0,68.61042924528302,0.53,68.61042924528302,0.53,SATISFIED,REBALANCE
68.55,54,2.0,35.58498913043478,0.92,35.58498913043478,0.92,SATISFIED,REBALANCE
68.55,61,2.0,81.40186320754718,0.53,81.40186320754718,0.53,SATISFIED,REBALANCE
68.55,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
68.55,63,2.0,44.88110759493671,0.79,44.88110759493671,0.79,SATISFIED,REBALANCE
68.55,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
68.55,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
68.55,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
68.55,68,2.0,50.60527205882353,0.68,50.60527205882353,0.68,SATISFIED,REBALANCE
68.56,72,3.0,0.0,inf,44.28140833333333,0.9,UNSATISFIED,START
68.57,73,3.0,0.0,inf,78.45971022727272,0.44,UNSATISFIED,START
68.7,63,2.0,44.88110759493671,0.79,,0.79,SATISFIED,TERMINATE
68.7,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
68.7,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
68.7,34,2.0,68.61042924528302,0.53,68.61042924528302,0.53,SATISFIED,REBALANCE
68.7,54,2.0,35.58498913043478,0.92,35.58498913043478,0.92,SATISFIED,REBALANCE
68.7,61,2.0,81.40186320754718,0.53,81.40186320754718,0.53,SATISFIED,REBALANCE
68.7,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
68.7,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
68.7,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
68.7,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
68.7,68,2.0,50.60527205882353,0.68,50.60527205882353,0.68,SATISFIED,REBALANCE
69.3,41,3.0,88.34557339754494,0.5349062005331128,,0.54,SATISFIED,TERMINATE
69.3,4,3.0,46.240974025974026,0.77,46.240974025974026,0.77,SATISFIED,REBALANCE
69.3,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
69.3,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
69.3,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
69.3,72,3.0,44.28140833333333,0.9,44.28140833333333,0.9,SATISFIED,REBALANCE
69.3,73,3.0,78.45971022727272,0.44,78.45971022727272,0.44,SATISFIED,REBALANCE
69.88,61,2.0,81.40186320754718,0.53,,0.53,SATISFIED,TERMINATE
69.88,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
69.88,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
69.88,34,2.0,68.61042924528302,0.53,68.61042924528302,0.53,SATISFIED,REBALANCE
69.88,54,2.0,35.58498913043478,0.92,35.58498913043478,0.92,SATISFIED,REBALANCE
69.88,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
69.88,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
69.88,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
69.88,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
69.88,68,2.0,50.60527205882353,0.68,50.60527205882353,0.68,SATISFIED,REBALANCE
70.26,74,0.0,0.0,inf,78.17120634920636,0.63,UNSATISFIED,START
71.48,75,0.0,0.0,inf,61.40396333333334,0.75,UNSATISFIED,START
71.68,54,2.0,35.58498913043478,0.92,,0.92,SATISFIED,TERMINATE
71.68,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
71.68,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
71.68,34,2.0,68.61042924528302,0.53,68.61042924528302,0.53,SATISFIED,REBALANCE
71.68,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
71.68,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
71.68,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
71.68,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
71.68,68,2.0,50.60527205882353,0.68,50.60527205882353,0.68,SATISFIED,REBALANCE
72.79,76,0.0,0.0,inf,62.10569932432432,0.74,UNSATISFIED,START
74.27,77,0.0,0.0,inf,51.71454929577465,0.71,UNSATISFIED,START
74.34,78,0.0,0.0,inf,47.79795608108108,0.74,UNSATISFIED,START
74.79,79,0.0,0.0,inf,46.13793840579711,0.69,UNSATISFIED,START
74.91,80,0.0,0.0,inf,40.62982692307693,0.65,UNSATISFIED,START
75.36,34,2.0,68.61042924528302,0.53,,0.53,SATISFIED,TERMINATE
75.36,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
75.36,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
75.36,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
75.36,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
75.36,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
75.36,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
75.36,68,2.0,50.60527205882353,0.68,50.60527205882353,0.68,SATISFIED,REBALANCE
76.9,81,0.0,0.0,inf,63.86035616438356,0.73,UNSATISFIED,START
77.87,82,0.0,0.0,inf,60.43003333333334,0.75,UNSATISFIED,START
78.28,83,0.0,0.0,inf,68.48348287671233,0.73,UNSATISFIED,START
78.34,84,0.0,0.0,inf,57.374620689655174,0.87,UNSATISFIED,START
78.71,85,0.0,0.0,inf,53.26820890410959,0.73,UNSATISFIED,START
79.11,86,0.0,0.0,inf,88.44937,0.5,UNSATISFIED,START
79.23,78,0.0,0.0,inf,,0.74,UNSATISFIED,TERMINATE
79.23,1,0.0,39.25727173913044,0.69,39.25727173913044,0.69,SATISFIED,REBALANCE
79.23,6,0.0,44.80635080645161,0.62,44.80635080645161,0.62,SATISFIED,REBALANCE
79.23,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
79.23,25,0.0,57.65680182926829,0.82,57.65680182926829,0.82,SATISFIED,REBALANCE
79.23,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
79.23,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
79.23,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
79.23,75,0.0,61.40396333333334,0.75,61.40396333333334,0.75,SATISFIED,REBALANCE
79.23,76,0.0,62.10569932432432,0.74,62.10569932432432,0.74,SATISFIED,REBALANCE
79.23,77,0.0,51.71454929577465,0.71,51.71454929577465,0.71,SATISFIED,REBALANCE
79.23,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
79.23,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
79.23,81,0.0,63.86035616438356,0.73,63.86035616438356,0.73,SATISFIED,REBALANCE
79.23,82,0.0,60.43003333333334,0.75,60.43003333333334,0.75,SATISFIED,REBALANCE
79.23,83,0.0,68.48348287671233,0.73,68.48348287671233,0.73,SATISFIED,REBALANCE
79.23,84,0.0,57.374620689655174,0.87,57.374620689655174,0.87,SATISFIED,REBALANCE
79.23,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
79.23,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
80.42,87,1.0,0.0,inf,85.29674122807019,0.57,UNSATISFIED,START
81.43,88,1.0,0.0,inf,121.68732894736843,0.38,UNSATISFIED,START
81.45,25,0.0,57.65680182926829,0.82,,0.82,SATISFIED,TERMINATE
81.45,1,0.0,39.25727173913044,0.69,39.25727173913044,0.69,SATISFIED,REBALANCE
81.45,6,0.0,44.80635080645161,0.62,44.80635080645161,0.62,SATISFIED,REBALANCE
81.45,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
81.45,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
81.45,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
81.45,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
81.45,75,0.0,61.40396333333334,0.75,61.40396333333334,0.75,SATISFIED,REBALANCE
81.45,76,0.0,62.10569932432432,0.74,62.10569932432432,0.74,SATISFIED,REBALANCE
81.45,77,0.0,51.71454929577465,0.71,51.71454929577465,0.71,SATISFIED,REBALANCE
81.45,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
81.45,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
81.45,81,0.0,63.86035616438356,0.73,63.86035616438356,0.73,SATISFIED,REBALANCE
81.45,82,0.0,60.43003333333334,0.75,60.43003333333334,0.75,SATISFIED,REBALANCE
81.45,83,0.0,68.48348287671233,0.73,68.48348287671233,0.73,SATISFIED,REBALANCE
81.45,84,0.0,57.374620689655174,0.87,57.374620689655174,0.87,SATISFIED,REBALANCE
81.45,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
81.45,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
83.01,1,0.0,39.25727173913044,0.69,,0.69,SATISFIED,TERMINATE
83.01,6,0.0,44.80635080645161,0.62,44.80635080645161,0.62,SATISFIED,REBALANCE
83.01,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
83.01,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
83.01,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
83.01,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
83.01,75,0.0,61.40396333333334,0.75,61.40396333333334,0.75,SATISFIED,REBALANCE
83.01,76,0.0,62.10569932432432,0.74,62.10569932432432,0.74,SATISFIED,REBALANCE
83.01,77,0.0,51.71454929577465,0.71,51.71454929577465,0.71,SATISFIED,REBALANCE
83.01,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
83.01,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
83.01,81,0.0,63.86035616438356,0.73,63.86035616438356,0.73,SATISFIED,REBALANCE
83.01,82,0.0,60.43003333333334,0.75,60.43003333333334,0.75,SATISFIED,REBALANCE
83.01,83,0.0,68.48348287671233,0.73,68.48348287671233,0.73,SATISFIED,REBALANCE
83.01,84,0.0,57.374620689655174,0.87,57.374620689655174,0.87,SATISFIED,REBALANCE
83.01,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
83.01,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
83.31,68,2.0,50.60527205882353,0.68,,0.68,SATISFIED,TERMINATE
83.31,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
83.31,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
83.31,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
83.31,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
83.31,65,2.0,54.24604360465116,0.86,54.24604360465116,0.86,SATISFIED,REBALANCE
83.31,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
83.48,72,3.0,44.28140833333333,0.9,,0.9,SATISFIED,TERMINATE
83.48,4,3.0,46.240974025974026,0.77,46.240974025974026,0.77,SATISFIED,REBALANCE
83.48,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
83.48,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
83.48,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
83.48,73,3.0,78.45971022727272,0.44,78.45971022727272,0.44,SATISFIED,REBALANCE
83.61,89,1.0,0.0,inf,38.49839814814815,0.81,UNSATISFIED,START
84.16,51,4.0,90.28230454545454,0.55,,0.55,SATISFIED,TERMINATE
84.16,9,4.0,50.995159722222226,0.72,50.995159722222226,0.72,SATISFIED,REBALANCE
84.16,14,4.0,61.48045422535211,0.71,61.48045422535211,0.71,SATISFIED,REBALANCE
84.16,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
84.16,44,4.0,65.17251020408163,0.49,65.17251020408163,0.49,SATISFIED,REBALANCE
84.16,45,4.0,42.432900000000004,0.6999999999999998,42.432900000000004,0.7,SATISFIED,REBALANCE
84.16,47,4.0,37.59311666666667,0.8999999999999999,37.59311666666667,0.9,SATISFIED,REBALANCE
84.16,53,4.0,45.717154761904766,0.84,45.717154761904766,0.84,SATISFIED,REBALANCE
84.25,90,1.0,0.0,inf,49.00486824324325,0.74,UNSATISFIED,START
84.34,65,2.0,54.24604360465116,0.86,,0.86,SATISFIED,TERMINATE
84.34,3,2.0,79.51041836734696,0.48999999999999994,79.51041836734696,0.49,SATISFIED,REBALANCE
84.34,15,2.0,53.49218918918919,0.74,53.49218918918919,0.74,SATISFIED,REBALANCE
84.34,62,2.0,52.38361038961039,0.77,52.38361038961039,0.77,SATISFIED,REBALANCE
84.34,64,2.0,105.03959239130435,0.45999999999999996,105.03959239130435,0.46,SATISFIED,REBALANCE
84.34,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
84.38,91,1.0,0.0,inf,32.07839204545455,0.88,UNSATISFIED,START
85.63,92,1.0,0.0,inf,82.79877118644069,0.59,UNSATISFIED,START
87.06,93,1.0,0.0,inf,91.25992045454545,0.44,UNSATISFIED,START
87.11,4,3.0,46.240974025974026,0.77,,0.77,SATISFIED,TERMINATE
87.11,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
87.11,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
87.11,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
87.11,73,3.0,78.45971022727272,0.44,78.45971022727272,0.44,SATISFIED,REBALANCE
87.52,93,1.0,0.0,inf,,0.44,UNSATISFIED,TERMINATE
87.52,8,1.0,38.89821538461538,0.65,38.89821538461538,0.65,SATISFIED,REBALANCE
87.52,49,1.0,29.937072222222227,0.9,29.937072222222227,0.9,SATISFIED,REBALANCE
87.52,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
87.52,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
87.52,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
87.52,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
87.52,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
87.52,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
87.52,89,1.0,38.49839814814815,0.8099999999999999,38.49839814814815,0.81,SATISFIED,REBALANCE
87.52,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
87.52,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
87.52,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
87.88,94,3.0,0.0,inf,68.25793333333334,0.45,UNSATISFIED,START
88.01,89,1.0,38.49839814814815,0.8099999999999999,,0.81,SATISFIED,TERMINATE
88.01,8,1.0,38.89821538461538,0.65,38.89821538461538,0.65,SATISFIED,REBALANCE
88.01,49,1.0,29.937072222222227,0.9,29.937072222222227,0.9,SATISFIED,REBALANCE
88.01,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
88.01,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
88.01,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
88.01,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
88.01,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
88.01,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
88.01,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
88.01,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
88.01,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
88.11,77,0.0,51.71454929577465,0.71,,0.71,SATISFIED,TERMINATE
88.11,6,0.0,44.80635080645161,0.62,44.80635080645161,0.62,SATISFIED,REBALANCE
88.11,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
88.11,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
88.11,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
88.11,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
88.11,75,0.0,61.40396333333334,0.75,61.40396333333334,0.75,SATISFIED,REBALANCE
88.11,76,0.0,62.10569932432432,0.74,62.10569932432432,0.74,SATISFIED,REBALANCE
88.11,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
88.11,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
88.11,81,0.0,63.86035616438356,0.73,63.86035616438356,0.73,SATISFIED,REBALANCE
88.11,82,0.0,60.43003333333334,0.75,60.43003333333334,0.75,SATISFIED,REBALANCE
88.11,83,0.0,68.48348287671233,0.73,68.48348287671233,0.73,SATISFIED,REBALANCE
88.11,84,0.0,57.374620689655174,0.87,57.374620689655174,0.87,SATISFIED,REBALANCE
88.11,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
88.11,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
89.36,95,3.0,0.0,inf,58.04516319444445,0.72,UNSATISFIED,START
90.04,96,3.0,0.0,inf,55.4153493150685,0.73,UNSATISFIED,START
90.29,96,3.0,0.0,inf,,0.73,UNSATISFIED,TERMINATE
90.29,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
90.29,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
90.29,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
90.29,73,3.0,78.45971022727272,0.44,78.45971022727272,0.44,SATISFIED,REBALANCE
90.29,94,3.0,68.25793333333334,0.44999999999999996,68.25793333333334,0.45,SATISFIED,REBALANCE
90.29,95,3.0,58.04516319444445,0.72,58.04516319444445,0.72,SATISFIED,REBALANCE
90.49,8,1.0,38.89821538461538,0.65,,0.65,SATISFIED,TERMINATE
90.49,49,1.0,29.937072222222227,0.9,29.937072222222227,0.9,SATISFIED,REBALANCE
90.49,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
90.49,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
90.49,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
90.49,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
90.49,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
90.49,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
90.49,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
90.49,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
90.49,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
90.78,97,2.0,0.0,inf,59.56853947368422,0.57,UNSATISFIED,START
91.33,98,2.0,0.0,inf,50.616254545454545,0.55,UNSATISFIED,START
91.36,99,2.0,0.0,inf,59.699042857142864,0.7,UNSATISFIED,START
91.47,100,2.0,0.0,inf,61.30272983870967,0.62,UNSATISFIED,START
91.51,101,2.0,0.0,inf,51.520883720930236,0.86,UNSATISFIED,START
92.12,49,1.0,29.937072222222227,0.9,,0.9,SATISFIED,TERMINATE
92.12,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
92.12,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
92.12,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
92.12,60,1.0,58.029758928571425,0.84,58.029758928571425,0.84,SATISFIED,REBALANCE
92.12,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
92.12,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
92.12,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
92.12,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
92.12,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
92.43,60,1.0,58.029758928571425,0.84,,0.84,SATISFIED,TERMINATE
92.43,50,1.0,83.6607966101695,0.59,83.6607966101695,0.59,SATISFIED,REBALANCE
92.43,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
92.43,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
92.43,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
92.43,88,1.0,121.68732894736843,0.38,121.68732894736843,0.38,SATISFIED,REBALANCE
92.43,90,1.0,49.00486824324325,0.74,49.00486824324325,0.74,SATISFIED,REBALANCE
92.43,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
92.43,92,1.0,82.79877118644069,0.59,82.79877118644069,0.59,SATISFIED,REBALANCE
92.49,50,1.0,83.6607966101695,0.59,,0.59,SATISFIED,TERMINATE
92.49,57,1.0,38.75389666666667,0.75,38.75389666666667,0.75,SATISFIED,REBALANCE
92.49,58,1.0,82.36755172413794,0.58,82.36755172413794,0.58,SATISFIED,REBALANCE
92.49,87,1.0,85.29674122807019,0.57,85.29674122807019,0.57,SATISFIED,REBALANCE
